customer_id,sku,qty,cents
cust0235,sku208,5,40890
cust0286,sku308,1,12605
cust0642,sku165,4,29826
cust0417,sku249,5,25577
cust0989,sku369,1,34373
cust0459,sku092,1,40172
cust0621,sku393,7,13211
cust0150,sku025,1,40649
cust0183,sku204,3,38765
cust0271,sku025,5,10792
cust0178,sku280,5,22688
cust0501,sku386,6,26229
cust0795,sku362,1,6082
cust0642,sku284,5,37880
cust0871,sku094,7,37189
cust0346,sku036,4,30471
cust0277,sku079,3,17401
cust0874,sku201,7,19713
cust0475,sku356,6,25000
cust0708,sku367,3,36871
cust0682,sku131,5,19035
cust0496,sku074,2,33598
cust0349,sku031,6,24964
cust0160,sku341,3,23686
cust0529,sku160,2,40663
cust0734,sku346,3,5721
cust0374,sku063,3,25095
cust0692,sku282,2,4207
cust0440,sku023,5,19011
cust0616,sku369,4,6526
cust0193,sku126,3,12130
cust0490,sku330,4,35979
cust0402,sku091,3,38175
cust0016,sku058,5,24205
cust0981,sku288,7,36568
cust0690,sku324,1,5273
cust0597,sku176,6,8976
cust0350,sku098,2,1700
cust0104,sku300,4,18327
cust0247,sku259,3,47875
cust0804,sku286,2,6867
cust0499,sku023,7,10949
cust0004,sku152,2,28202
cust0773,sku095,1,25838
cust0466,sku029,3,13566
cust0266,sku192,2,30547
cust0506,sku067,4,11558
cust0276,sku119,3,13595
cust0719,sku299,1,9676
cust0310,sku102,7,40744
cust0719,sku140,3,11139
cust0451,sku112,6,40037
cust0009,sku075,1,49917
cust0641,sku366,2,28412
cust0209,sku043,4,9733
cust0222,sku385,4,5497
cust0749,sku356,2,12508
cust0193,sku216,2,1027
cust0752,sku115,4,44625
cust0647,sku359,6,30578
cust0505,sku209,5,19051
cust0337,sku327,2,4573
cust0118,sku390,4,27807
cust0405,sku269,5,7048
cust0153,sku178,4,6143
cust0527,sku317,3,14907
cust0489,sku379,2,1479
cust0205,sku349,5,3661
cust0860,sku011,1,25192
cust0945,sku149,3,48000
cust0872,sku275,6,24083
cust0255,sku231,5,9848
cust0207,sku294,2,5062
cust0505,sku088,4,10018
cust0781,sku018,6,14441
cust0733,sku080,1,11217
cust0717,sku087,7,21352
cust0374,sku136,1,11788
cust0657,sku319,1,1915
cust0063,sku141,2,23054
cust0854,sku191,6,38771
cust0881,sku083,6,1377
cust0371,sku348,1,48388
cust0731,sku048,2,21450
cust0260,sku014,7,17976
cust0415,sku394,7,19811
cust0760,sku024,2,5606
cust0742,sku329,1,6754
cust0531,sku337,3,20079
cust0693,sku269,1,8268
cust0040,sku196,1,30336
cust0525,sku295,3,31522
cust0457,sku347,6,16758
cust0794,sku128,6,19524
cust0620,sku322,5,16413
cust0726,sku327,6,44589
cust0619,sku146,4,35811
cust0592,sku227,2,23794
cust0461,sku139,2,17664
cust0356,sku334,6,47370
cust0519,sku087,2,40397
cust0938,sku038,7,22577
cust0471,sku333,4,12100
cust0627,sku166,4,34868
cust0074,sku225,6,8975
cust0391,sku348,7,23082
cust0291,sku367,7,32346
cust0032,sku339,5,34121
cust0826,sku370,3,45167
cust0108,sku287,1,12821
cust0123,sku292,2,29814
cust0255,sku228,2,43148
cust0817,sku344,4,49574
cust0677,sku040,4,445
cust0714,sku196,1,3197
cust0318,sku180,5,35101
cust0864,sku309,3,11487
cust0100,sku046,3,8809
cust0712,sku098,7,18534
cust0076,sku194,7,4058
cust0016,sku103,3,35446
cust0739,sku212,7,27552
cust0054,sku272,7,39812
cust0809,sku131,1,13078
cust0166,sku300,2,11155
cust0242,sku122,4,738
cust0535,sku077,5,50023
cust0837,sku050,3,48588
cust0856,sku186,5,12741
cust0688,sku031,4,43819
cust0974,sku075,6,23177
cust0837,sku297,1,46294
cust0753,sku060,1,16695
cust0206,sku033,3,34125
cust0409,sku072,1,6559
cust0512,sku097,3,8756
cust0111,sku241,5,49803
cust0782,sku130,3,30094
cust0566,sku272,6,4916
cust0327,sku201,6,19847
cust0513,sku025,3,36621
cust0803,sku399,4,48941
cust0550,sku387,4,22001
cust0506,sku281,3,7251
cust0524,sku036,1,34504
cust0732,sku123,4,45853
cust0691,sku120,4,44960
cust0025,sku334,4,46720
cust0060,sku389,2,36732
cust0363,sku374,2,9854
cust0916,sku370,5,33119
cust0069,sku028,3,41588
cust0112,sku265,5,19094
cust0595,sku032,3,12364
cust0531,sku281,7,6425
cust0153,sku210,6,27574
cust0987,sku233,3,459
cust0434,sku021,1,10392
cust0965,sku040,2,19377
cust0993,sku017,1,31968
cust0978,sku225,2,25588
cust0556,sku075,7,11539
cust0089,sku182,1,14667
cust0369,sku142,6,29778
cust0712,sku191,5,2915
cust0756,sku031,1,21988
cust0755,sku000,5,24048
cust0406,sku180,3,34105
cust0758,sku189,3,41168
cust0139,sku144,7,46222
cust0821,sku219,7,42077
cust0386,sku207,5,41766
cust0210,sku388,4,14391
cust0319,sku009,2,33256
cust0659,sku044,1,5644
cust0921,sku096,6,19932
cust0744,sku343,6,5842
cust0644,sku027,2,9173
cust0181,sku069,1,49227
cust0050,sku007,3,28638
cust0997,sku074,3,11110
cust0627,sku008,3,13979
cust0054,sku177,5,46058
cust0060,sku072,1,19105
cust0288,sku273,4,32921
cust0591,sku386,3,18557
cust0098,sku181,4,10118
cust0631,sku173,1,208
cust0254,sku176,5,49150
cust0709,sku160,6,21238
cust0110,sku084,1,23903
cust0960,sku362,5,43328
cust0925,sku029,1,13787
cust0111,sku318,4,33638
cust0221,sku114,6,33310
cust0369,sku058,6,41597
cust0603,sku237,1,16427
cust0559,sku341,2,1624
cust0500,sku243,2,44430
cust0428,sku320,2,25204
cust0401,sku174,2,10362
cust0990,sku273,5,25164
cust0071,sku273,7,37172
cust0742,sku044,4,49799
cust0545,sku137,6,3570
cust0410,sku326,3,15941
cust0436,sku319,6,23441
cust0767,sku322,2,31989
cust0908,sku332,1,16192
cust0068,sku206,1,8718
cust0069,sku388,1,33280
cust0119,sku007,3,35950
cust0952,sku005,4,42863
cust0345,sku056,6,185
cust0485,sku182,6,10195
cust0670,sku327,1,22751
cust0831,sku064,5,20170
cust0177,sku390,6,19302
cust0826,sku157,5,7009
cust0064,sku067,2,26550
cust0633,sku245,6,20817
cust0775,sku189,4,34266
cust0839,sku350,4,34289
cust0825,sku069,1,26176
cust0828,sku063,5,16582
cust0619,sku053,4,24401
cust0071,sku010,3,45883
cust0982,sku381,3,20438
cust0027,sku347,2,11779
cust0485,sku336,4,36136
cust0542,sku271,3,1163
cust0619,sku013,4,47388
cust0399,sku253,6,28999
cust0636,sku216,2,29758
cust0214,sku053,4,13665
cust0558,sku326,7,13085
cust0433,sku325,5,19865
cust0820,sku050,3,30749
cust0764,sku081,7,49766
cust0608,sku231,1,47376
cust0509,sku189,4,26877
cust0193,sku254,6,46252
cust0877,sku141,5,11733
cust0544,sku276,2,30905
cust0941,sku110,5,34704
cust0515,sku121,4,14055
cust0692,sku207,5,12617
cust0526,sku390,3,42497
cust0871,sku237,6,12008
cust0602,sku311,4,41360
cust0812,sku120,3,38014
cust0942,sku386,1,4328
cust0534,sku253,1,49978
cust0291,sku379,1,36472
cust0019,sku069,1,15181
cust0276,sku052,6,32750
cust0919,sku111,5,23135
cust0968,sku004,1,4514
cust0053,sku041,2,5446
cust0739,sku003,6,30328
cust0093,sku011,6,10960
cust0172,sku173,1,2580
cust0183,sku071,1,24786
cust0392,sku291,2,21343
cust0599,sku347,7,29423
cust0201,sku246,3,9661
cust0096,sku186,5,44171
cust0301,sku140,1,39039
cust0624,sku390,7,267
cust0303,sku070,1,47819
cust0467,sku391,3,44674
cust0012,sku080,5,7051
cust0155,sku105,5,35878
cust0684,sku156,3,38426
cust0129,sku337,5,9102
cust0198,sku324,5,5778
cust0541,sku217,5,36805
cust0139,sku036,4,1988
cust0294,sku176,1,41530
cust0927,sku349,1,15931
cust0357,sku166,7,9844
cust0242,sku278,5,37397
cust0518,sku043,1,17807
cust0579,sku395,7,11089
cust0255,sku272,3,39045
cust0785,sku276,3,38679
cust0310,sku065,2,42139
cust0055,sku182,4,15316
cust0034,sku209,5,37129
cust0771,sku142,2,24868
cust0243,sku069,6,20833
cust0712,sku368,7,42811
cust0463,sku263,1,4243
cust0164,sku092,2,40670
cust0760,sku394,2,4555
cust0788,sku001,2,17842
cust0602,sku221,4,36467
cust0785,sku387,4,12687
cust0294,sku221,7,26989
cust0785,sku195,4,4189
cust0156,sku270,4,30816
cust0325,sku056,1,7998
cust0043,sku220,4,11423
cust0720,sku343,5,39548
cust0050,sku034,6,13024
cust0787,sku114,1,5175
cust0265,sku158,6,20689
cust0611,sku025,3,37217
cust0665,sku117,5,6244
cust0380,sku213,1,18170
cust0611,sku160,7,24479
cust0804,sku399,3,16051
cust0034,sku091,4,43960
cust0128,sku020,1,24724
cust0840,sku146,4,8035
cust0413,sku073,2,38206
cust0910,sku059,1,21988
cust0438,sku270,5,33909
cust0706,sku139,2,19057
cust0815,sku277,3,49620
cust0446,sku266,7,49798
cust0844,sku225,3,25449
cust0318,sku174,1,30000
cust0638,sku090,5,41834
cust0924,sku011,2,15721
cust0881,sku058,3,32268
cust0777,sku207,2,21682
cust0055,sku294,4,2616
cust0329,sku227,4,30352
cust0725,sku044,4,7087
cust0074,sku135,2,46465
cust0250,sku299,5,43373
cust0933,sku289,6,21359
cust0713,sku171,6,9465
cust0119,sku376,1,11135
cust0617,sku081,4,3940
cust0171,sku368,7,20414
cust0388,sku102,4,49616
cust0323,sku276,4,9517
cust0597,sku380,2,35792
cust0912,sku262,5,15512
cust0994,sku206,5,39878
cust0175,sku047,2,27853
cust0056,sku000,1,22246
cust0529,sku085,4,46420
cust0162,sku248,4,34146
cust0862,sku011,2,31506
cust0492,sku160,4,22177
cust0282,sku026,5,37631
cust0933,sku314,6,46093
cust0040,sku091,7,10804
cust0765,sku199,3,44185
cust0809,sku265,5,38750
cust0271,sku125,1,9237
cust0084,sku127,1,43897
cust0570,sku033,6,25653
cust0664,sku270,6,19051
cust0609,sku039,4,45129
cust0497,sku340,7,39855
cust0545,sku080,7,41743
cust0530,sku187,4,36372
cust0070,sku144,6,18586
cust0403,sku086,1,30165
cust0060,sku143,3,18290
cust0074,sku357,6,39748
cust0770,sku128,4,16679
cust0790,sku317,5,10497
cust0275,sku064,4,16009
cust0590,sku296,4,28695
cust0386,sku339,4,2117
cust0458,sku166,5,7979
cust0819,sku093,4,3396
cust0358,sku137,1,47318
cust0044,sku026,3,15705
cust0425,sku096,4,30676
cust0690,sku237,6,34061
cust0471,sku250,3,44535
cust0717,sku089,6,24656
cust0823,sku271,5,3852
cust0755,sku125,2,2436
cust0606,sku094,5,38194
cust0128,sku104,3,24321
cust0531,sku030,2,5398
cust0947,sku392,5,15143
cust0511,sku230,6,35553
cust0835,sku029,3,22177
cust0823,sku165,5,19314
cust0437,sku064,6,49685
cust0923,sku068,1,8158
cust0075,sku152,6,45250
cust0761,sku239,6,4305
cust0226,sku355,7,44976
cust0105,sku183,6,8608
cust0723,sku329,3,26312
cust0280,sku075,4,13491
cust0386,sku097,2,24107
cust0223,sku084,2,32342
cust0655,sku146,7,18516
cust0494,sku036,3,19204
cust0896,sku038,1,33760
cust0888,sku195,1,46311
cust0668,sku139,2,42118
cust0311,sku272,7,27284
cust0358,sku104,5,48067
cust0701,sku384,3,25433
cust0728,sku237,5,13228
cust0267,sku390,3,38187
cust0702,sku019,7,25306
cust0046,sku297,3,33065
cust0839,sku287,5,10716
cust0792,sku373,3,44536
cust0921,sku104,2,10999
cust0673,sku388,3,12489
cust0134,sku057,5,46996
cust0767,sku256,6,31506
cust0821,sku255,6,114
cust0231,sku134,4,37612
cust0803,sku000,4,19469
cust0778,sku191,4,44628
cust0760,sku116,3,39383
cust0810,sku118,6,27940
cust0043,sku277,7,11063
cust0387,sku169,2,21363
cust0066,sku037,2,48963
cust0352,sku016,4,14082
cust0031,sku355,4,27568
cust0871,sku138,7,12452
cust0871,sku380,1,10779
cust0288,sku247,1,3752
cust0727,sku005,2,7659
cust0427,sku241,7,10537
cust0258,sku398,3,4821
cust0231,sku286,3,24098
cust0613,sku384,5,46167
cust0339,sku185,1,39057
cust0335,sku273,4,39920
cust0418,sku229,6,12664
cust0248,sku210,4,36007
cust0044,sku398,5,16320
cust0275,sku218,3,11817
cust0525,sku160,5,18452
cust0441,sku188,2,3616
cust0172,sku244,6,45993
cust0123,sku029,1,43166
cust0458,sku397,1,35002
cust0311,sku045,6,36193
cust0191,sku245,4,5693
cust0397,sku238,7,36957
cust0847,sku320,4,23178
cust0767,sku388,5,19686
cust0759,sku007,3,42364
cust0090,sku262,5,24741
cust0774,sku376,3,44562
cust0736,sku223,4,48887
cust0097,sku390,2,7269
cust0958,sku316,4,39406
cust0167,sku259,4,11536
cust0994,sku191,5,1476
cust0469,sku226,1,43191
cust0262,sku259,6,21445
cust0715,sku180,1,48628
cust0742,sku231,4,39086
cust0848,sku317,6,252
cust0055,sku330,1,921
cust0139,sku017,1,35454
cust0894,sku341,5,23654
cust0384,sku119,3,13340
cust0823,sku024,6,11119
cust0045,sku059,5,30029
cust0512,sku026,6,14113
cust0914,sku078,6,4133
cust0220,sku255,4,44547
cust0049,sku377,4,18876
cust0274,sku034,1,28979
cust0253,sku321,4,11758
cust0316,sku110,3,36933
cust0765,sku277,4,22390
cust0268,sku157,7,35853
cust0918,sku054,5,24727
cust0983,sku160,6,47231
cust0415,sku186,2,12967
cust0998,sku373,6,29661
cust0214,sku182,3,1666
cust0801,sku393,3,32112
cust0297,sku253,5,38471
cust0628,sku290,2,37696
cust0567,sku165,2,41407
cust0735,sku284,6,37738
cust0184,sku250,2,27772
cust0144,sku394,3,33365
cust0006,sku184,7,42144
cust0504,sku241,6,41755
cust0772,sku291,6,17784
cust0203,sku198,7,15853
cust0911,sku311,1,15590
cust0173,sku270,3,3689
cust0890,sku167,5,2326
cust0606,sku339,6,32403
cust0138,sku141,2,29377
cust0529,sku338,5,6241
cust0193,sku123,4,47018
cust0558,sku007,5,2369
cust0238,sku017,7,38832
cust0740,sku018,5,43520
cust0357,sku343,4,18978
cust0805,sku113,5,43068
cust0611,sku131,5,3243
cust0613,sku287,7,37189
cust0141,sku015,2,32818
cust0935,sku167,6,19777
cust0377,sku156,7,7650
cust0655,sku137,5,27601
cust0409,sku075,4,49424
cust0661,sku023,2,34545
cust0151,sku398,5,5828
cust0569,sku078,6,13397
cust0787,sku285,3,10984
cust0843,sku151,5,16788
cust0628,sku225,1,3535
cust0818,sku215,7,41658
cust0611,sku329,5,22134
cust0873,sku043,5,23341
cust0411,sku160,6,26161
cust0171,sku045,3,42249
cust0397,sku271,6,20367
cust0561,sku195,5,13222
cust0455,sku151,4,47117
cust0151,sku195,2,49958
cust0673,sku078,6,16781
cust0982,sku208,4,20768
cust0508,sku135,2,9273
cust0770,sku017,1,11034
cust0002,sku165,3,33495
cust0188,sku177,1,26217
cust0297,sku284,6,40569
cust0538,sku098,3,917
cust0217,sku012,5,23758
cust0298,sku302,3,48819
cust0501,sku347,5,36972
cust0882,sku008,4,15199
cust0244,sku156,4,15914
cust0153,sku216,6,21628
cust0235,sku182,5,27528
cust0085,sku296,2,35269
cust0367,sku247,5,10869
cust0252,sku025,4,13880
cust0738,sku334,7,11590
cust0249,sku214,1,46584
cust0841,sku101,5,30788
cust0948,sku174,1,15057
cust0182,sku163,3,14534
cust0350,sku259,3,45932
cust0545,sku249,1,13514
cust0249,sku383,3,33844
cust0349,sku246,3,42739
cust0705,sku150,5,43887
cust0147,sku098,5,10305
cust0621,sku331,4,1076
cust0429,sku397,5,11927
cust0481,sku316,7,12048
cust0537,sku172,6,17274
cust0682,sku024,4,9623
cust0308,sku041,6,37155
cust0957,sku195,5,30368
cust0108,sku110,5,22176
cust0805,sku055,2,38215
cust0225,sku228,7,17076
cust0404,sku113,4,12894
cust0532,sku161,4,18987
cust0642,sku395,2,44313
cust0139,sku232,5,35194
cust0131,sku140,1,38977
cust0356,sku314,1,19792
cust0069,sku273,4,43587
cust0187,sku266,6,6731
cust0600,sku383,5,21423
cust0449,sku259,5,37357
cust0556,sku228,3,45587
cust0762,sku341,3,28828
cust0806,sku346,6,2724
cust0190,sku152,7,13006
cust0260,sku263,1,23495
cust0304,sku045,6,31598
cust0429,sku294,7,31209
cust0029,sku059,4,40297
cust0128,sku029,7,35419
cust0207,sku077,4,18233
cust0447,sku262,1,2367
cust0598,sku063,5,15571
cust0558,sku376,1,241
cust0791,sku381,1,29834
cust0266,sku370,7,8222
cust0450,sku348,5,11195
cust0845,sku125,7,38602
cust0276,sku272,2,7032
cust0318,sku287,3,34705
cust0768,sku187,3,48509
cust0591,sku232,2,5083
cust0753,sku367,3,32833
cust0742,sku156,2,40234
cust0816,sku190,3,21069
cust0224,sku064,5,32947
cust0515,sku058,3,24664
cust0240,sku398,1,23712
cust0226,sku145,4,39917
cust0433,sku213,1,12169
cust0242,sku276,3,42285
cust0867,sku101,2,10559
cust0042,sku247,3,26412
cust0626,sku305,1,42759
cust0798,sku377,3,20726
cust0447,sku099,6,17846
cust0504,sku221,3,1129
cust0103,sku113,6,30574
cust0065,sku060,3,47565
cust0000,sku011,2,41899
cust0582,sku029,3,49222
cust0885,sku246,7,35749
cust0346,sku296,4,47772
cust0387,sku346,7,16543
cust0422,sku068,5,27452
cust0844,sku266,4,25953
cust0209,sku386,1,26857
cust0313,sku345,2,31790
cust0415,sku309,2,48551
cust0130,sku174,2,7504
cust0836,sku065,5,43502
cust0041,sku077,1,18733
cust0454,sku137,3,10085
cust0915,sku055,1,5541
cust0493,sku246,2,4384
cust0497,sku325,3,18997
cust0312,sku291,3,7941
cust0559,sku333,3,35191
cust0471,sku140,3,24382
cust0768,sku283,2,25520
cust0207,sku375,4,36439
cust0350,sku179,5,8247
cust0749,sku390,4,39865
cust0870,sku346,1,37719
cust0734,sku167,6,22383
cust0731,sku385,5,1339
cust0818,sku287,1,25951
cust0669,sku032,7,3312
cust0293,sku251,7,3981
cust0356,sku052,2,2572
cust0368,sku146,7,24244
cust0295,sku174,5,37617
cust0866,sku051,3,16231
cust0186,sku253,2,35177
cust0674,sku063,3,13360
cust0330,sku104,1,36458
cust0454,sku155,3,13013
cust0466,sku178,7,36970
cust0956,sku052,3,39606
cust0665,sku339,1,3250
cust0990,sku297,7,33451
cust0624,sku148,4,43580
cust0532,sku290,1,40342
cust0236,sku020,1,47373
cust0668,sku073,5,8896
cust0531,sku363,1,15818
cust0957,sku274,4,32809
cust0922,sku288,7,31363
cust0444,sku323,4,47948
cust0152,sku165,3,36508
cust0232,sku116,7,9850
cust0471,sku206,6,4704
cust0999,sku032,6,22496
cust0034,sku165,2,6270
cust0860,sku077,1,276
cust0509,sku352,7,49439
cust0797,sku347,3,47709
cust0235,sku202,2,34097
cust0480,sku011,1,46152
cust0400,sku157,6,47302
cust0159,sku215,6,12506
cust0341,sku382,5,14077
cust0968,sku063,4,38282
cust0706,sku336,5,48940
cust0980,sku094,3,21299
cust0880,sku029,7,15999
cust0433,sku034,5,27005
cust0205,sku245,4,4548
cust0303,sku332,4,24214
cust0332,sku021,2,23047
cust0801,sku232,3,33894
cust0654,sku188,4,14766
cust0959,sku273,1,29807
cust0792,sku167,6,4384
cust0945,sku009,5,1942
cust0593,sku269,1,22406
cust0531,sku163,1,40592
cust0608,sku348,4,19015
cust0847,sku101,5,35712
cust0879,sku330,1,47963
cust0727,sku009,5,20214
cust0008,sku280,6,9270
cust0837,sku006,1,36119
cust0602,sku000,3,44740
cust0224,sku283,4,45807
cust0884,sku156,7,13456
cust0118,sku115,4,29971
cust0222,sku333,5,18477
cust0866,sku203,2,22555
cust0065,sku052,3,9224
cust0608,sku190,3,19250
cust0492,sku249,7,25282
cust0422,sku159,4,39621
cust0039,sku252,5,2970
cust0658,sku221,5,12218
cust0378,sku167,7,13750
cust0090,sku348,1,38093
cust0884,sku211,6,2076
cust0340,sku124,1,41506
cust0637,sku098,4,34265
cust0522,sku036,6,49769
cust0400,sku066,1,27332
cust0143,sku074,6,12852
cust0888,sku240,3,37774
cust0300,sku339,2,19381
cust0024,sku229,1,10282
cust0657,sku082,7,7973
cust0512,sku305,3,19688
cust0654,sku272,2,39905
cust0857,sku220,1,34734
cust0886,sku227,7,8955
cust0072,sku013,3,43604
cust0237,sku037,7,7628
cust0637,sku030,2,21845
cust0246,sku064,6,2926
cust0104,sku067,7,48579
cust0574,sku310,7,2961
cust0787,sku106,1,42283
cust0067,sku140,4,20738
cust0676,sku251,6,28078
cust0376,sku247,6,29851
cust0707,sku007,5,6141
cust0859,sku372,3,3143
cust0968,sku040,3,30198
cust0658,sku246,5,41025
cust0265,sku059,4,2340
cust0230,sku169,7,36541
cust0746,sku205,3,34988
cust0852,sku052,4,14091
cust0263,sku333,6,46180
cust0575,sku294,3,19854
cust0884,sku074,6,13767
cust0968,sku253,2,29106
cust0035,sku328,7,36542
cust0699,sku399,3,41698
cust0426,sku100,1,1584
cust0545,sku166,7,31425
cust0680,sku024,3,22453
cust0638,sku003,2,7553
cust0255,sku250,4,49523
cust0218,sku150,1,48281
cust0414,sku161,2,403
cust0659,sku118,6,25523
cust0899,sku033,5,17563
cust0322,sku286,5,26978
cust0748,sku041,6,9921
cust0881,sku122,5,45935
cust0558,sku198,3,48176
cust0891,sku041,1,11834
cust0530,sku154,4,45937
cust0561,sku284,4,24001
cust0790,sku334,1,3859
cust0890,sku278,4,9198
cust0719,sku198,5,24890
cust0928,sku219,1,33054
